datetime,open,high,low,close,volume
2026-04-01 09:30:00,290.21,292.8499,289.99,290.91,210085.0
2026-04-01 09:35:00,290.905,293.32,290.78,293.32,127951.0
2026-04-01 09:40:00,293.2192,293.64,291.49,292.045,82464.0
2026-04-01 09:45:00,292.045,293.0,291.04,291.18,132639.0
2026-04-01 09:50:00,291.18,292.3,290.95,292.02,73032.0
2026-04-01 09:55:00,292.02,292.51,291.48,292.3,62440.0
2026-04-01 10:00:00,292.37,292.625,291.72,292.07,75144.0
2026-04-01 10:05:00,292.17,292.92,291.81,292.8,85841.0
2026-04-01 10:10:00,292.805,294.12,292.795,293.89,62383.0
2026-04-01 10:15:00,293.89,294.21,293.1896,293.54,55482.0
2026-04-01 10:20:00,293.535,294.12,293.18,293.23,64260.0
2026-04-01 10:25:00,293.2,294.3,293.2,294.3,41056.0
2026-04-01 10:30:00,294.245,294.43,293.7916,294.0,46849.0
2026-04-01 10:35:00,294.0,295.4489,293.27,294.63,54471.0
2026-04-01 10:40:00,294.485,295.01,294.1,294.565,36172.0
2026-04-01 10:45:00,294.565,294.95,294.21,294.94,31317.0
2026-04-01 10:50:00,294.88,295.5,294.83,295.31,42813.0
2026-04-01 10:55:00,295.32,295.37,294.55,294.76,59946.0
2026-04-01 11:00:00,294.7525,295.11,294.41,294.95,45386.0
2026-04-01 11:05:00,294.81,295.1002,294.75,295.04,50527.0
2026-04-01 11:10:00,295.04,295.1,294.06,294.35,70263.0
2026-04-01 11:15:00,294.395,294.59,293.715,293.88,52212.0
2026-04-01 11:20:00,293.8822,293.94,293.395,293.595,47328.0
2026-04-01 11:25:00,293.595,293.88,292.73,293.06,50446.0
2026-04-01 11:30:00,293.01,293.725,292.92,293.505,41722.0
2026-04-01 11:35:00,293.51,293.9,293.4,293.81,36337.0
2026-04-01 11:40:00,293.81,294.065,293.44,293.91,37302.0
2026-04-01 11:45:00,293.8,294.12,293.58,293.65,69460.0
2026-04-01 11:50:00,293.6325,293.78,293.22,293.555,46444.0
2026-04-01 11:55:00,293.555,294.35,293.55,294.295,48180.0
2026-04-01 12:00:00,294.305,294.42,294.0,294.17,28969.0
2026-04-01 12:05:00,294.175,294.56,294.0,294.47,54928.0
2026-04-01 12:10:00,294.5,294.55,294.22,294.35,38612.0
2026-04-01 12:15:00,294.42,294.782,294.34,294.77,47191.0
2026-04-01 12:20:00,294.75,294.75,294.05,294.245,40576.0
2026-04-01 12:25:00,294.31,294.4599,294.11,294.31,24446.0
2026-04-01 12:30:00,294.24,294.245,293.7,294.02,33250.0
2026-04-01 12:35:00,294.03,294.375,293.9,294.35,29325.0
2026-04-01 12:40:00,294.35,294.53,294.105,294.52,31011.0
2026-04-01 12:45:00,294.485,295.239,294.45,295.02,49314.0
2026-04-01 12:50:00,295.045,295.1399,294.61,294.755,50392.0
2026-04-01 12:55:00,294.755,294.81,294.55,294.67,81693.0
2026-04-01 13:00:00,294.67,294.75,294.285,294.64,43087.0
2026-04-01 13:05:00,294.64,295.1284,294.63,294.87,24444.0
2026-04-01 13:10:00,294.895,295.02,294.62,294.97,36025.0
2026-04-01 13:15:00,294.97,295.03,294.52,294.81,29166.0
2026-04-01 13:20:00,294.82,295.23,294.68,295.115,27737.0
2026-04-01 13:25:00,295.11,295.3399,295.05,295.29,32403.0
2026-04-01 13:30:00,295.3,295.435,295.04,295.23,27188.0
2026-04-01 13:35:00,295.22,295.35,294.6408,294.825,28994.0
2026-04-01 13:40:00,294.765,295.03,294.71,294.82,23843.0
2026-04-01 13:45:00,294.88,295.08,294.56,294.58,24201.0
2026-04-01 13:50:00,294.6,294.901,294.595,294.8,21831.0
2026-04-01 13:55:00,294.8,294.89,294.27,294.47,19993.0
2026-04-01 14:00:00,294.47,294.4793,293.57,293.68,85135.0
2026-04-01 14:05:00,293.68,293.89,293.1101,293.235,23475.0
2026-04-01 14:10:00,293.235,293.335,292.81,292.935,30563.0
2026-04-01 14:15:00,292.935,293.12,292.36,292.615,47290.0
2026-04-01 14:20:00,292.7399,293.025,292.401,292.66,26462.0
2026-04-01 14:25:00,292.75,293.19,292.56,293.0,40937.0
2026-04-01 14:30:00,293.0006,293.375,292.87,293.18,79860.0
2026-04-01 14:35:00,293.21,293.49,292.97,293.43,59746.0
2026-04-01 14:40:00,293.425,293.71,293.26,293.305,21641.0
2026-04-01 14:45:00,293.36,293.385,292.83,293.0916,35162.0
2026-04-01 14:50:00,293.24,293.25,292.92,293.12,36117.0
2026-04-01 14:55:00,293.13,293.2,292.75,292.825,63238.0
2026-04-01 15:00:00,292.84,293.42,292.82,293.42,20913.0
2026-04-01 15:05:00,293.42,293.6593,293.16,293.225,38451.0
2026-04-01 15:10:00,293.225,293.32,292.79,293.04,31273.0
2026-04-01 15:15:00,293.04,293.27,292.98,293.2153,31522.0
2026-04-01 15:20:00,293.22,293.42,293.09,293.25,38489.0
2026-04-01 15:25:00,293.205,293.62,293.2,293.4775,40738.0
2026-04-01 15:30:00,293.46,293.625,293.31,293.6,62458.0
2026-04-01 15:35:00,293.56,293.71,293.4401,293.525,52787.0
2026-04-01 15:40:00,293.53,293.85,293.42,293.51,59818.0
2026-04-01 15:45:00,293.51,293.9,293.405,293.835,103057.0
2026-04-01 15:50:00,293.85,293.93,292.925,293.21,183736.0
2026-04-01 15:55:00,293.21,293.54,292.53,292.68,350700.0
2026-04-02 09:30:00,284.89,286.77,283.39,283.715,151051.0
2026-04-02 09:35:00,283.57,283.89,280.2,280.27,174678.0
2026-04-02 09:40:00,280.4,281.21,279.61,280.22,124305.0
2026-04-02 09:45:00,280.27,281.22,279.755,280.36,148006.0
2026-04-02 09:50:00,280.27,283.13,279.31,282.91,97152.0
2026-04-02 09:55:00,282.82,283.89,282.21,283.795,56817.0
2026-04-02 10:00:00,283.775,284.3586,283.2201,283.83,89593.0
2026-04-02 10:05:00,284.13,285.46,283.7,285.25,68689.0
2026-04-02 10:10:00,285.29,285.879,284.93,285.19,42605.0
2026-04-02 10:15:00,285.1,285.15,283.945,284.62,66883.0
2026-04-02 10:20:00,284.665,285.64,284.32,285.475,46878.0
2026-04-02 10:25:00,285.395,285.395,284.42,284.76,41414.0
2026-04-02 10:30:00,284.78,286.26,284.63,286.16,35017.0
2026-04-02 10:35:00,286.09,289.105,286.01,288.46,107478.0
2026-04-02 10:40:00,288.45,288.845,287.02,288.74,46789.0
2026-04-02 10:45:00,288.84,288.84,286.09,286.09,54750.0
2026-04-02 10:50:00,286.21,286.6899,285.6,286.29,45795.0
2026-04-02 10:55:00,286.29,287.12,286.27,286.5316,55151.0
2026-04-02 11:00:00,286.62,286.62,285.0,285.71,57311.0
2026-04-02 11:05:00,285.75,285.9499,285.27,285.66,36279.0
2026-04-02 11:10:00,285.715,285.82,285.2513,285.32,55131.0
2026-04-02 11:15:00,285.39,285.57,284.57,284.84,51294.0
2026-04-02 11:20:00,284.84,285.14,284.22,284.89,50780.0
2026-04-02 11:25:00,284.82,285.7,284.41,285.7,75102.0
2026-04-02 11:30:00,285.77,285.84,284.77,285.0375,39662.0
2026-04-02 11:35:00,285.06,286.0,285.06,285.49,32097.0
2026-04-02 11:40:00,285.57,285.82,285.15,285.6,29905.0
2026-04-02 11:45:00,285.44,285.44,284.75,284.785,21208.0
2026-04-02 11:50:00,284.82,284.91,283.93,284.83,26608.0
2026-04-02 11:55:00,284.83,285.18,284.6,284.795,16952.0
