datetime,open,high,low,close,volume
2026-04-01 09:30:00,123.5655,124.1145,123.3459,123.3559,611433.0
2026-04-01 09:35:00,123.3759,123.5256,122.9168,122.9367,446950.0
2026-04-01 09:40:00,122.9469,123.5456,122.8968,123.4557,244577.0
2026-04-01 09:45:00,123.4757,124.2892,123.4259,124.1295,323137.0
2026-04-01 09:50:00,124.1045,124.3923,123.9049,124.1344,190782.0
2026-04-01 09:55:00,124.1344,124.364,123.9747,124.0546,137323.0
2026-04-01 10:00:00,124.0496,124.1245,123.7152,123.9348,215409.0
2026-04-01 10:05:00,123.9348,124.0646,123.7252,123.7352,159613.0
2026-04-01 10:10:00,123.7651,123.9997,123.6055,123.82,163258.0
2026-04-01 10:15:00,123.845,123.9049,123.3809,123.5506,169572.0
2026-04-01 10:20:00,123.5357,123.6753,123.3559,123.5006,176376.0
2026-04-01 10:25:00,123.5006,123.5355,123.306,123.306,105953.0
2026-04-01 10:30:00,123.296,123.6653,123.2861,123.6055,207932.0
2026-04-01 10:35:00,123.6154,124.0147,123.4909,123.9149,144508.0
2026-04-01 10:40:00,123.9149,124.0446,123.7851,123.9448,129231.0
2026-04-01 10:45:00,123.9498,124.3266,123.8949,124.3191,118710.0
2026-04-01 10:50:00,124.3191,124.3241,123.835,123.9648,149567.0
2026-04-01 10:55:00,123.9698,124.0135,123.6953,123.7701,130007.0
2026-04-01 11:00:00,123.7751,123.7801,123.5858,123.7552,98456.0
2026-04-01 11:05:00,123.7552,123.7602,123.5256,123.6055,148543.0
2026-04-01 11:10:00,123.6104,123.9847,123.4258,123.8949,288329.0
2026-04-01 11:15:00,123.8949,124.1195,123.8949,124.1045,328032.0
2026-04-01 11:20:00,124.0945,124.1245,123.86,123.9747,221379.0
2026-04-01 11:25:00,123.9747,124.1444,123.9498,123.9897,168702.0
2026-04-01 11:30:00,123.9897,123.9897,123.6354,123.6953,208684.0
2026-04-01 11:35:00,123.7053,123.865,123.7053,123.7402,123766.0
2026-04-01 11:40:00,123.7252,123.835,123.6953,123.7951,167374.0
2026-04-01 11:45:00,123.7951,123.7951,123.5156,123.6753,145181.0
2026-04-01 11:50:00,123.6853,123.7552,123.5356,123.6953,176537.0
2026-04-01 11:55:00,123.6803,123.8051,123.6653,123.7452,148544.0
