datetime,open,high,low,close,volume
2026-05-01 09:30:00,94.42,94.7,93.9301,94.29,1182198.0
2026-05-01 09:35:00,94.3,94.5,94.17,94.26,428403.0
2026-05-01 09:40:00,94.2543,94.32,93.89,94.02,654962.0
2026-05-01 09:45:00,94.02,94.1201,93.875,93.875,343912.0
2026-05-01 09:50:00,93.87,94.1,93.79,93.94,383389.0
2026-05-01 09:55:00,93.935,94.15,93.68,93.895,430791.0
2026-05-01 10:00:00,93.88,93.9499,93.675,93.8835,336214.0
2026-05-01 10:05:00,93.88,93.99,93.66,93.66,308936.0
2026-05-01 10:10:00,93.66,93.82,93.61,93.7,260904.0
2026-05-01 10:15:00,93.695,93.845,93.645,93.83,304733.0
2026-05-01 10:20:00,93.825,93.93,93.72,93.81,332931.0
2026-05-01 10:25:00,93.815,93.92,93.7,93.88,206646.0
2026-05-01 10:30:00,93.89,94.18,93.79,94.17,264535.0
2026-05-01 10:35:00,94.1635,94.18,93.93,94.03,211012.0
2026-05-01 10:40:00,94.04,94.1773,93.95,94.12,209472.0
2026-05-01 10:45:00,94.13,94.1461,94.06,94.11,164945.0
2026-05-01 10:50:00,94.105,94.27,94.105,94.255,239712.0
2026-05-01 10:55:00,94.25,94.31,94.2,94.2102,193822.0
2026-05-01 11:00:00,94.21,94.295,93.99,94.07,177898.0
2026-05-01 11:05:00,94.07,94.1651,94.05,94.13,146176.0
2026-05-01 11:10:00,94.13,94.315,94.125,94.27,156974.0
2026-05-01 11:15:00,94.285,94.32,94.18,94.195,412073.0
2026-05-01 11:20:00,94.195,94.2999,94.17,94.2901,168459.0
2026-05-01 11:25:00,94.3,94.318,94.22,94.31,230191.0
2026-05-01 11:30:00,94.31,94.39,94.2,94.22,168805.0
2026-05-01 11:35:00,94.22,94.255,94.09,94.095,153226.0
2026-05-01 11:40:00,94.1,94.226,94.07,94.12,188695.0
2026-05-01 11:45:00,94.13,94.16,93.93,93.985,165860.0
2026-05-01 11:50:00,93.9851,93.995,93.735,93.74,325889.0
2026-05-01 11:55:00,93.75,93.88,93.73,93.835,329384.0
2026-05-01 12:00:00,93.83,93.94,93.745,93.93,303889.0
2026-05-01 12:05:00,93.93,93.96,93.685,93.705,236369.0
2026-05-01 12:10:00,93.7,93.71,93.57,93.575,165096.0
2026-05-01 12:15:00,93.5741,93.575,93.4379,93.53,204931.0
2026-05-01 12:20:00,93.535,93.545,93.4,93.41,181880.0
2026-05-01 12:25:00,93.4023,93.406,93.255,93.295,215756.0
2026-05-01 12:30:00,93.29,93.31,93.155,93.24,244604.0
2026-05-01 12:35:00,93.235,93.36,93.17,93.345,185523.0
2026-05-01 12:40:00,93.34,93.37,93.2,93.2097,173117.0
2026-05-01 12:45:00,93.21,93.21,93.02,93.06,177533.0
2026-05-01 12:50:00,93.06,93.175,93.025,93.165,207791.0
2026-05-01 12:55:00,93.1699,93.18,93.04,93.06,208627.0
2026-05-01 13:00:00,93.06,93.09,92.92,92.9506,263974.0
2026-05-01 13:05:00,92.96,92.985,92.84,92.85,257787.0
2026-05-01 13:10:00,92.86,92.9299,92.86,92.91,193765.0
2026-05-01 13:15:00,92.915,92.94,92.75,92.755,252342.0
2026-05-01 13:20:00,92.755,92.8,92.6202,92.665,355176.0
2026-05-01 13:25:00,92.66,92.8183,92.66,92.815,190959.0
2026-05-01 13:30:00,92.815,92.8399,92.61,92.63,299355.0
2026-05-01 13:35:00,92.635,92.69,92.595,92.685,239385.0
2026-05-01 13:40:00,92.68,92.715,92.62,92.65,261758.0
2026-05-01 13:45:00,92.6451,92.68,92.57,92.6599,228999.0
2026-05-01 13:50:00,92.65,92.6599,92.58,92.605,175800.0
2026-05-01 13:55:00,92.605,92.63,92.57,92.59,158611.0
2026-05-01 14:00:00,92.59,92.615,92.5,92.54,207321.0
2026-05-01 14:05:00,92.545,92.64,92.52,92.605,211526.0
2026-05-01 14:10:00,92.605,92.62,92.475,92.58,291134.0
2026-05-01 14:15:00,92.58,92.58,92.36,92.4499,430736.0
2026-05-01 14:20:00,92.44,92.5165,92.43,92.485,168321.0
2026-05-01 14:25:00,92.485,92.5,92.28,92.35,276314.0
2026-05-01 14:30:00,92.355,92.365,92.12,92.165,435399.0
2026-05-01 14:35:00,92.168,92.2,92.075,92.17,478151.0
2026-05-01 14:40:00,92.16,92.2637,92.11,92.18,301759.0
2026-05-01 14:45:00,92.18,92.21,92.12,92.19,214424.0
2026-05-01 14:50:00,92.21,92.24,92.14,92.2,283991.0
2026-05-01 14:55:00,92.205,92.23,92.1001,92.1774,412876.0
2026-05-01 15:00:00,92.175,92.215,92.07,92.075,236406.0
2026-05-01 15:05:00,92.07,92.2184,92.065,92.2,254712.0
2026-05-01 15:10:00,92.2,92.215,92.14,92.21,283640.0
2026-05-01 15:15:00,92.205,92.215,92.08,92.195,284116.0
