datetime,open,high,low,close,volume
2026-03-02 09:30:00,190.33,191.44,188.23,188.88,1579306.0
2026-03-02 09:35:00,188.93,189.31,187.5,187.705,554432.0
2026-03-02 09:40:00,187.735,188.9293,187.33,187.47,420673.0
2026-03-02 09:45:00,187.475,187.92,187.22,187.74,462529.0
2026-03-02 09:50:00,187.7691,189.3,187.4827,189.09,389590.0
2026-03-02 09:55:00,189.08,189.88,188.62,189.8,352051.0
2026-03-02 10:00:00,189.8,190.04,188.98,189.71,393547.0
2026-03-02 10:05:00,189.68,190.06,189.64,189.775,320049.0
2026-03-02 10:10:00,189.84,189.95,189.56,189.78,177523.0
2026-03-02 10:15:00,189.85,190.13,189.46,189.865,289261.0
2026-03-02 10:20:00,189.84,189.94,188.86,188.98,210276.0
2026-03-02 10:25:00,189.005,189.06,188.28,188.6,165818.0
2026-03-02 10:30:00,188.56,189.327,188.325,188.88,164010.0
2026-03-02 10:35:00,188.96,189.5984,188.81,189.4699,148393.0
2026-03-02 10:40:00,189.42,189.48,188.605,188.734,111911.0
2026-03-02 10:45:00,188.79,189.525,188.76,189.41,100792.0
2026-03-02 10:50:00,189.36,189.655,189.04,189.07,108902.0
2026-03-02 10:55:00,189.14,189.28,188.62,188.73,155660.0
2026-03-02 11:00:00,188.7215,189.33,188.7,189.1799,148156.0
2026-03-02 11:05:00,189.1,189.1921,188.5,188.6,108495.0
2026-03-02 11:10:00,188.51,189.33,188.43,189.005,103280.0
2026-03-02 11:15:00,189.01,189.01,188.655,188.915,235013.0
2026-03-02 11:20:00,188.915,190.005,188.915,189.79,220345.0
2026-03-02 11:25:00,189.82,190.01,189.6,189.63,130315.0
2026-03-02 11:30:00,189.64,189.7,189.05,189.13,181382.0
2026-03-02 11:35:00,189.14,189.635,189.03,189.6,137921.0
2026-03-02 11:40:00,189.61,189.91,189.33,189.88,106876.0
2026-03-02 11:45:00,189.88,189.94,189.04,189.3,125144.0
2026-03-02 11:50:00,189.3482,189.69,189.2,189.565,96898.0
2026-03-02 11:55:00,189.58,189.61,189.04,189.12,93841.0
2026-03-02 12:00:00,189.16,189.27,188.75,188.86,83957.0
2026-03-02 12:05:00,188.877,188.93,188.17,188.215,78181.0
2026-03-02 12:10:00,188.17,188.27,187.77,188.18,112434.0
2026-03-02 12:15:00,188.1,188.1,187.74,187.98,71540.0
2026-03-02 12:20:00,187.95,188.1,187.63,187.68,62447.0
2026-03-02 12:25:00,187.77,188.26,187.71,188.215,63955.0
2026-03-02 12:30:00,188.24,188.48,188.19,188.4,50759.0
2026-03-02 12:35:00,188.37,188.48,188.17,188.18,65454.0
2026-03-02 12:40:00,188.18,188.36,188.1,188.245,42113.0
2026-03-02 12:45:00,188.21,188.3312,188.13,188.25,57791.0
2026-03-02 12:50:00,188.245,188.4399,188.095,188.2899,66048.0
2026-03-02 12:55:00,188.265,188.47,188.26,188.41,57094.0
2026-03-02 13:00:00,188.3973,188.53,188.2,188.49,45900.0
2026-03-02 13:05:00,188.52,188.535,188.25,188.425,45022.0
2026-03-02 13:10:00,188.47,188.685,188.4,188.645,63527.0
2026-03-02 13:15:00,188.64,188.7199,188.02,188.18,123232.0
2026-03-02 13:20:00,188.24,188.5794,188.235,188.55,51795.0
2026-03-02 13:25:00,188.58,189.0,188.57,188.995,77413.0
2026-03-02 13:30:00,189.0,189.13,188.8893,189.08,59228.0
2026-03-02 13:35:00,189.08,189.145,188.78,188.845,58601.0
2026-03-02 13:40:00,188.86,188.97,188.6,188.69,52889.0
2026-03-02 13:45:00,188.7,188.95,188.6,188.86,64627.0
2026-03-02 13:50:00,188.88,189.0401,188.795,188.9,60093.0
2026-03-02 13:55:00,188.9,188.99,188.44,188.63,113744.0
2026-03-02 14:00:00,188.6,188.65,188.27,188.47,69304.0
2026-03-02 14:05:00,188.486,188.58,187.41,187.765,443709.0
2026-03-02 14:10:00,187.77,188.44,187.7,188.2075,126694.0
2026-03-02 14:15:00,188.3,188.59,188.17,188.57,52707.0
2026-03-02 14:20:00,188.57,189.086,188.57,189.05,91203.0
2026-03-02 14:25:00,189.03,189.17,188.87,189.15,68746.0
2026-03-02 14:30:00,189.17,189.42,188.87,189.06,234933.0
2026-03-02 14:35:00,189.045,189.16,188.83,188.87,105510.0
2026-03-02 14:40:00,188.92,188.935,188.69,188.69,80641.0
2026-03-02 14:45:00,188.68,188.75,188.39,188.4,132622.0
2026-03-02 14:50:00,188.395,188.83,188.32,188.59,110728.0
2026-03-02 14:55:00,188.6,188.83,188.5,188.76,108699.0
2026-03-02 15:00:00,188.7,188.85,188.53,188.54,79084.0
2026-03-02 15:05:00,188.52,189.15,188.31,189.085,261512.0
2026-03-02 15:10:00,189.1,189.64,189.08,189.185,191375.0
2026-03-02 15:15:00,189.18,189.38,188.69,189.29,158251.0
2026-03-02 15:20:00,189.34,190.6,189.19,189.2,125195.0
2026-03-02 15:25:00,189.21,189.3,188.96,189.11,96997.0
2026-03-02 15:30:00,189.16,189.28,188.91,189.2,177260.0
2026-03-02 15:35:00,189.21,189.53,189.21,189.36,123120.0
2026-03-02 15:40:00,189.36,189.67,189.29,189.47,183198.0
2026-03-02 15:45:00,189.47,189.99,189.425,189.97,194996.0
2026-03-02 15:50:00,189.97,190.0,189.4,189.47,384377.0
2026-03-02 15:55:00,189.5,189.78,189.33,189.51,635927.0
2026-03-03 09:30:00,190.515,191.5599,189.78,189.8275,798288.0
2026-03-03 09:35:00,189.78,190.3,189.0416,189.4901,286730.0
2026-03-03 09:40:00,189.5609,189.62,187.4201,187.89,423411.0
2026-03-03 09:45:00,187.88,188.605,187.76,188.22,306922.0
2026-03-03 09:50:00,188.26,189.25,187.97,188.49,287237.0
2026-03-03 09:55:00,188.49,188.82,188.16,188.4,249443.0
2026-03-03 10:00:00,188.45,189.19,188.42,188.81,222941.0
2026-03-03 10:05:00,188.8,189.1,188.48,188.925,155245.0
