datetime,open,high,low,close,volume
2026-05-01 09:30:00,265.58,265.94,262.74,265.3675,1933837.0
2026-05-01 09:35:00,265.365,265.93,264.1401,264.59,835899.0
2026-05-01 09:40:00,264.62,265.3294,263.17,264.18,766181.0
2026-05-01 09:45:00,264.22,265.63,264.05,265.63,724995.0
2026-05-01 09:50:00,265.62,267.7,265.54,267.505,1308042.0
2026-05-01 09:55:00,267.53,268.95,267.475,268.8801,1154077.0
2026-05-01 10:00:00,268.92,271.18,268.69,270.74,2098580.0
2026-05-01 10:05:00,270.77,272.05,270.29,271.76,1945395.0
2026-05-01 10:10:00,271.7599,273.315,271.6945,272.715,1737737.0
2026-05-01 10:15:00,272.73,273.04,270.815,271.835,1055539.0
2026-05-01 10:20:00,271.835,273.02,271.8,272.4,908160.0
2026-05-01 10:25:00,272.36,272.3771,271.2721,271.4,672853.0
2026-05-01 10:30:00,271.4,271.54,270.4,270.6299,732267.0
2026-05-01 10:35:00,270.62,270.71,270.12,270.55,712315.0
2026-05-01 10:40:00,270.525,271.1,269.89,270.5701,793697.0
2026-05-01 10:45:00,270.585,271.06,270.32,270.34,441004.0
2026-05-01 10:50:00,270.3699,270.3699,269.4,269.95,432137.0
2026-05-01 10:55:00,269.91,270.15,269.5801,269.595,390595.0
2026-05-01 11:00:00,269.595,269.74,268.57,268.825,559818.0
2026-05-01 11:05:00,268.825,268.8499,268.34,268.825,348828.0
2026-05-01 11:10:00,268.78,268.98,268.45,268.605,329447.0
2026-05-01 11:15:00,268.61,268.8999,268.37,268.52,306384.0
2026-05-01 11:20:00,268.525,269.69,268.525,269.59,511540.0
2026-05-01 11:25:00,269.62,269.7,269.17,269.4608,374881.0
2026-05-01 11:30:00,269.5,270.0,269.45,269.8,407419.0
2026-05-01 11:35:00,269.795,270.66,269.59,270.43,496723.0
2026-05-01 11:40:00,270.385,270.44,270.08,270.23,424650.0
2026-05-01 11:45:00,270.24,270.7399,270.235,270.56,310899.0
2026-05-01 11:50:00,270.56,270.795,269.95,270.2,885540.0
2026-05-01 11:55:00,270.21,270.6771,270.0,270.13,273347.0
2026-05-01 12:00:00,270.135,270.22,269.81,269.9,315512.0
2026-05-01 12:05:00,269.94,269.965,269.2602,269.3,357066.0
2026-05-01 12:10:00,269.285,269.74,269.15,269.411,289715.0
2026-05-01 12:15:00,269.41,269.67,269.37,269.515,945222.0
2026-05-01 12:20:00,269.515,269.7785,269.07,269.08,368832.0
2026-05-01 12:25:00,269.08,269.24,268.75,269.0,359793.0
2026-05-01 12:30:00,268.99,269.05,268.32,268.385,381993.0
2026-05-01 12:35:00,268.37,268.78,268.212,268.735,1380456.0
2026-05-01 12:40:00,268.72,268.87,268.24,268.46,245934.0
