datetime,open,high,low,close,volume
2026-05-01 09:30:00,480.0,481.8275,478.62,478.62,25350.0
2026-05-01 09:35:00,477.76,479.03,472.12,472.12,23574.0
2026-05-01 09:40:00,472.0422,473.03,471.225,471.86,21983.0
2026-05-01 09:45:00,471.77,472.895,471.22,471.24,14417.0
2026-05-01 09:50:00,471.03,472.54,470.0,472.44,25032.0
2026-05-01 09:55:00,472.44,474.46,472.43,474.09,27212.0
2026-05-01 10:00:00,473.83,475.22,473.46,475.13,28529.0
2026-05-01 10:05:00,475.135,475.66,474.13,474.13,13102.0
2026-05-01 10:10:00,474.53,475.395,474.415,475.395,9616.0
2026-05-01 10:15:00,475.395,475.395,474.18,475.17,16900.0
2026-05-01 10:20:00,475.07,475.07,473.14,473.96,21754.0
2026-05-01 10:25:00,473.84,474.0,472.85,473.41,9066.0
2026-05-01 10:30:00,473.41,474.505,473.34,473.87,19145.0
2026-05-01 10:35:00,473.72,474.6,473.65,474.54,11790.0
2026-05-01 10:40:00,474.51,474.72,474.01,474.45,11059.0
2026-05-01 10:45:00,474.3,474.33,473.14,473.24,8694.0
2026-05-01 10:50:00,473.46,474.0,472.89,473.2975,13099.0
2026-05-01 10:55:00,473.235,473.24,472.1,472.4,11668.0
2026-05-01 11:00:00,472.405,472.8,471.605,472.79,7771.0
2026-05-01 11:05:00,472.62,473.0,472.13,472.36,11477.0
2026-05-01 11:10:00,472.58,472.91,471.82,472.69,8360.0
2026-05-01 11:15:00,472.99,473.11,472.46,472.81,7844.0
2026-05-01 11:20:00,472.7925,472.9,470.97,470.98,13603.0
2026-05-01 11:25:00,470.79,471.0,469.94,470.05,10203.0
2026-05-01 11:30:00,470.0,470.24,469.7244,469.87,17918.0
2026-05-01 11:35:00,469.7001,470.635,469.7001,470.635,19092.0
2026-05-01 11:40:00,470.64,471.85,470.6,471.71,15582.0
2026-05-01 11:45:00,471.7,472.24,471.375,471.685,12201.0
2026-05-01 11:50:00,471.87,471.87,471.0,471.55,11476.0
2026-05-01 11:55:00,471.54,471.67,470.685,470.685,6056.0
2026-05-01 12:00:00,470.665,471.09,470.44,470.63,7738.0
2026-05-01 12:05:00,470.76,470.82,470.4,470.75,6333.0
2026-05-01 12:10:00,470.6,470.77,470.27,470.63,4678.0
2026-05-01 12:15:00,470.63,470.67,470.36,470.66,9611.0
2026-05-01 12:20:00,470.66,470.95,469.905,470.06,10650.0
2026-05-01 12:25:00,469.97,470.705,469.63,470.435,10916.0
2026-05-01 12:30:00,470.55,470.55,469.4401,469.62,13829.0
2026-05-01 12:35:00,469.62,469.64,468.87,469.45,17564.0
2026-05-01 12:40:00,469.28,469.66,469.12,469.54,9106.0
2026-05-01 12:45:00,469.37,469.54,469.08,469.2,8936.0
2026-05-01 12:50:00,469.2,469.4699,469.05,469.2786,12998.0
2026-05-01 12:55:00,469.21,470.2,469.09,469.87,13863.0
2026-05-01 13:00:00,469.66,470.14,469.66,469.88,9577.0
2026-05-01 13:05:00,469.76,470.4602,469.33,469.5,11305.0
2026-05-01 13:10:00,469.64,470.0,469.49,469.855,16218.0
2026-05-01 13:15:00,469.99,470.27,469.8201,470.2,10467.0
2026-05-01 13:20:00,470.08,470.585,469.85,470.1201,10136.0
2026-05-01 13:25:00,470.22,470.375,470.08,470.2501,7951.0
2026-05-01 13:30:00,470.25,470.855,470.25,470.855,12596.0
2026-05-01 13:35:00,470.84,470.84,470.02,470.145,10250.0
2026-05-01 13:40:00,470.26,470.44,469.86,470.07,8076.0
2026-05-01 13:45:00,470.13,470.5525,470.046,470.48,7492.0
2026-05-01 13:50:00,470.485,470.8999,470.1852,470.73,10448.0
2026-05-01 13:55:00,470.73,471.16,470.57,470.8501,12841.0
2026-05-01 14:00:00,470.925,471.15,470.795,470.915,8853.0
2026-05-01 14:05:00,470.79,471.31,470.4894,471.15,14247.0
2026-05-01 14:10:00,471.15,471.57,470.94,471.57,10049.0
2026-05-01 14:15:00,471.41,471.41,470.825,470.96,8086.0
2026-05-01 14:20:00,470.865,471.13,470.4301,470.78,10679.0
2026-05-01 14:25:00,470.78,471.02,470.535,471.0,7892.0
2026-05-01 14:30:00,470.687,471.17,470.66,470.91,6948.0
2026-05-01 14:35:00,470.67,470.77,470.4,470.45,10648.0
2026-05-01 14:40:00,470.42,470.97,470.26,470.66,11431.0
2026-05-01 14:45:00,470.71,470.93,470.238,470.465,17479.0
2026-05-01 14:50:00,470.232,470.6199,470.04,470.375,7060.0
2026-05-01 14:55:00,470.36,470.775,470.1801,470.56,12953.0
2026-05-01 15:00:00,470.56,471.14,470.56,470.815,12499.0
2026-05-01 15:05:00,470.76,470.91,470.59,470.84,14399.0
2026-05-01 15:10:00,470.91,471.14,470.9,470.95,7126.0
2026-05-01 15:15:00,470.945,471.1,470.665,470.785,13850.0
2026-05-01 15:20:00,470.785,471.025,470.6,470.69,9950.0
2026-05-01 15:25:00,470.7197,470.7197,469.51,469.59,16117.0
2026-05-01 15:30:00,469.47,470.14,469.24,470.0,28647.0
2026-05-01 15:35:00,470.09,470.5,469.89,470.13,17876.0
