datetime,open,high,low,close,volume
2026-05-01 09:30:00,147.28,147.3,146.4,146.85,34589.0
2026-05-01 09:35:00,146.99,147.32,146.45,146.46,17573.0
2026-05-01 09:40:00,146.44,146.48,146.09,146.39,7483.0
2026-05-01 09:45:00,146.54,146.56,145.57,145.57,17708.0
2026-05-01 09:50:00,145.64,145.72,145.11,145.345,17707.0
2026-05-01 09:55:00,145.43,145.86,145.36,145.82,42669.0
2026-05-01 10:00:00,145.85,145.92,145.61,145.77,12382.0
2026-05-01 10:05:00,145.77,145.94,145.62,145.62,13846.0
2026-05-01 10:10:00,145.625,145.875,145.625,145.74,15727.0
2026-05-01 10:15:00,145.82,145.95,145.644,145.644,18075.0
2026-05-01 10:20:00,145.74,145.89,145.61,145.73,11281.0
2026-05-01 10:25:00,145.72,145.785,145.55,145.55,9584.0
2026-05-01 10:30:00,145.575,145.72,145.51,145.68,15830.0
2026-05-01 10:35:00,145.7,145.7,145.54,145.605,13210.0
2026-05-01 10:40:00,145.54,145.625,145.43,145.485,12861.0
2026-05-01 10:45:00,145.43,145.49,145.3,145.335,20577.0
2026-05-01 10:50:00,145.34,145.53,145.22,145.22,16969.0
2026-05-01 10:55:00,145.22,145.235,144.975,144.975,14108.0
2026-05-01 11:00:00,144.99,145.31,144.99,145.0947,13476.0
2026-05-01 11:05:00,145.08,145.145,144.89,144.89,29438.0
2026-05-01 11:10:00,144.91,145.035,144.84,144.9675,10440.0
2026-05-01 11:15:00,145.0699,145.085,144.89,144.89,7146.0
2026-05-01 11:20:00,144.87,145.195,144.855,145.195,26703.0
2026-05-01 11:25:00,145.195,145.2,145.09,145.15,15420.0
2026-05-01 11:30:00,145.12,145.17,144.89,144.935,18039.0
2026-05-01 11:35:00,144.94,144.99,144.84,144.84,9879.0
2026-05-01 11:40:00,144.86,145.125,144.86,145.125,8394.0
2026-05-01 11:45:00,145.15,145.21,144.92,144.975,8795.0
2026-05-01 11:50:00,144.98,145.05,144.73,145.0,15843.0
2026-05-01 11:55:00,144.99,144.99,144.75,144.845,18473.0
2026-05-01 12:00:00,144.81,144.865,144.63,144.69,9703.0
2026-05-01 12:05:00,144.73,144.8601,144.725,144.86,10109.0
2026-05-01 12:10:00,144.81,144.81,144.52,144.56,15080.0
2026-05-01 12:15:00,144.56,144.62,144.5,144.58,7519.0
2026-05-01 12:20:00,144.58,144.64,144.3,144.52,22541.0
2026-05-01 12:25:00,144.52,144.65,144.21,144.21,21234.0
2026-05-01 12:30:00,144.2,144.35,144.16,144.16,17180.0
2026-05-01 12:35:00,144.215,144.215,144.09,144.155,11886.0
2026-05-01 12:40:00,144.2266,144.4599,144.182,144.22,10129.0
2026-05-01 12:45:00,144.275,144.35,144.08,144.18,11995.0
2026-05-01 12:50:00,144.245,144.275,144.12,144.175,9094.0
2026-05-01 12:55:00,144.11,144.25,144.1,144.16,38051.0
2026-05-01 13:00:00,144.15,144.2899,144.09,144.19,19403.0
2026-05-01 13:05:00,144.21,144.39,144.21,144.22,11252.0
2026-05-01 13:10:00,144.21,144.35,144.17,144.3,9978.0
2026-05-01 13:15:00,144.27,144.31,144.05,144.06,13108.0
2026-05-01 13:20:00,144.085,144.2099,144.08,144.2099,13230.0
2026-05-01 13:25:00,144.175,144.2,144.11,144.15,23547.0
2026-05-01 13:30:00,144.15,144.3299,144.11,144.23,26296.0
2026-05-01 13:35:00,144.18,144.23,144.08,144.15,46115.0
