datetime,open,high,low,close,volume
2026-04-01 09:30:00,128.0,129.65,127.89,129.47,276572.0
2026-04-01 09:35:00,129.48,129.9399,129.43,129.47,152335.0
2026-04-01 09:40:00,129.51,129.59,128.76,129.23,143946.0
2026-04-01 09:45:00,129.215,129.645,129.2,129.4825,96857.0
2026-04-01 09:50:00,129.5,129.81,129.43,129.54,156591.0
2026-04-01 09:55:00,129.54,129.9,129.38,129.86,177565.0
2026-04-01 10:00:00,129.83,130.23,129.4,129.855,194701.0
2026-04-01 10:05:00,129.87,130.07,129.515,129.7,109504.0
2026-04-01 10:10:00,129.65,130.01,129.52,129.97,119925.0
2026-04-01 10:15:00,129.965,129.99,129.735,129.8,84319.0
2026-04-01 10:20:00,129.8099,129.81,129.37,129.47,108532.0
2026-04-01 10:25:00,129.51,129.82,129.23,129.235,78286.0
2026-04-01 10:30:00,129.235,129.57,129.18,129.305,64382.0
2026-04-01 10:35:00,129.29,129.5,129.07,129.384,107605.0
2026-04-01 10:40:00,129.32,129.58,129.09,129.57,96870.0
2026-04-01 10:45:00,129.54,129.78,129.495,129.75,81806.0
2026-04-01 10:50:00,129.72,129.96,129.56,129.875,75476.0
2026-04-01 10:55:00,129.88,129.98,129.71,129.85,79213.0
2026-04-01 11:00:00,129.85,130.02,129.8,129.83,84663.0
2026-04-01 11:05:00,129.83,129.94,129.68,129.88,63955.0
2026-04-01 11:10:00,129.8851,129.975,129.785,129.86,62506.0
2026-04-01 11:15:00,129.86,129.8825,129.6,129.79,70424.0
2026-04-01 11:20:00,129.77,129.82,129.51,129.56,77002.0
2026-04-01 11:25:00,129.59,129.62,129.38,129.43,51834.0
2026-04-01 11:30:00,129.41,129.52,129.31,129.505,49453.0
2026-04-01 11:35:00,129.53,129.79,129.53,129.69,65824.0
2026-04-01 11:40:00,129.63,129.63,129.44,129.535,85721.0
2026-04-01 11:45:00,129.51,129.625,129.51,129.56,68903.0
2026-04-01 11:50:00,129.525,129.59,129.42,129.555,48980.0
2026-04-01 11:55:00,129.55,129.63,129.45,129.46,71173.0
2026-04-01 12:00:00,129.44,129.51,129.25,129.345,62049.0
2026-04-01 12:05:00,129.33,129.38,129.23,129.36,54866.0
2026-04-01 12:10:00,129.35,129.35,129.15,129.275,56069.0
2026-04-01 12:15:00,129.28,129.51,129.28,129.45,64512.0
2026-04-01 12:20:00,129.495,129.6,129.465,129.52,44566.0
2026-04-01 12:25:00,129.508,129.53,129.36,129.37,45463.0
2026-04-01 12:30:00,129.36,129.39,129.28,129.3301,42678.0
2026-04-01 12:35:00,129.34,129.4199,129.3001,129.315,32190.0
2026-04-01 12:40:00,129.315,129.382,129.3009,129.34,34221.0
2026-04-01 12:45:00,129.34,129.35,129.21,129.26,61542.0
2026-04-01 12:50:00,129.265,129.275,128.95,129.06,75781.0
2026-04-01 12:55:00,129.065,129.065,128.87,128.935,53236.0
2026-04-01 13:00:00,128.95,129.27,128.95,129.245,50079.0
