datetime,open,high,low,close,volume
2026-04-01 09:30:00,168.0284,168.4064,166.7939,166.8645,204613.0
2026-04-01 09:35:00,166.8496,167.3022,166.5611,167.0286,145441.0
2026-04-01 09:40:00,167.0166,167.143,166.1184,166.1477,81115.0
2026-04-01 09:45:00,166.3373,166.7531,165.1336,165.805,105866.0
2026-04-01 09:50:00,165.7951,166.4865,165.7901,166.382,47139.0
2026-04-01 09:55:00,166.387,167.2624,166.2079,167.143,104850.0
2026-04-01 10:00:00,167.1082,167.6205,166.9739,167.342,70798.0
2026-04-01 10:05:00,167.2723,167.3569,166.7153,167.0784,76737.0
2026-04-01 10:10:00,167.0784,167.2226,166.6854,167.143,44820.0
2026-04-01 10:15:00,167.0336,167.1679,166.7451,166.7998,33621.0
2026-04-01 10:20:00,166.8147,166.8943,164.5069,164.6561,223181.0
2026-04-01 10:25:00,164.8401,165.1634,162.5272,164.3974,434415.0
2026-04-01 10:30:00,164.3974,164.676,163.5519,164.3278,137658.0
2026-04-01 10:35:00,164.4621,164.4621,162.3512,163.7757,278908.0
2026-04-01 10:40:00,163.716,164.8948,163.6414,164.7158,43301.0
2026-04-01 10:45:00,164.7158,164.9346,164.5069,164.9097,51395.0
2026-04-01 10:50:00,164.9097,166.1283,164.9097,166.0488,59590.0
2026-04-01 10:55:00,166.0239,166.2378,165.8946,166.0736,47870.0
2026-04-01 11:00:00,166.1134,166.2825,165.8598,165.8995,58414.0
2026-04-01 11:05:00,165.8896,166.3377,165.81,166.1134,33745.0
2026-04-01 11:10:00,166.1383,166.8067,166.1085,166.6158,59276.0
2026-04-01 11:15:00,166.7153,166.8744,166.4367,166.8346,26569.0
2026-04-01 11:20:00,166.8744,166.8744,166.1681,166.1681,60122.0
2026-04-01 11:25:00,166.1681,166.2477,165.9791,166.1184,31124.0
2026-04-01 11:30:00,165.9891,166.1283,165.7951,165.9592,30532.0
2026-04-01 11:35:00,165.9692,166.6158,165.9393,166.4715,58000.0
2026-04-01 11:40:00,166.4218,166.6655,166.198,166.6556,29553.0
2026-04-01 11:45:00,166.571,166.6456,166.2379,166.4467,48200.0
2026-04-01 11:50:00,166.4616,166.6854,166.4168,166.6182,21806.0
2026-04-01 11:55:00,166.6854,166.7899,166.5263,166.5561,64267.0
2026-04-01 12:00:00,166.5859,166.7849,166.5163,166.7103,44820.0
2026-04-01 12:05:00,166.7003,166.9341,166.6307,166.7053,53051.0
2026-04-01 12:10:00,166.7053,167.0832,166.6456,166.8048,48419.0
2026-04-01 12:15:00,166.8048,166.9043,166.4566,166.6058,44498.0
2026-04-01 12:20:00,166.6058,166.6183,166.3124,166.3124,27600.0
2026-04-01 12:25:00,166.2726,166.2748,166.1085,166.1184,19802.0
2026-04-01 12:30:00,166.188,166.2079,165.8797,166.0189,33462.0
2026-04-01 12:35:00,166.188,166.3174,166.1482,166.193,22635.0
2026-04-01 12:40:00,166.193,166.2278,165.8797,166.0985,18422.0
2026-04-01 12:45:00,166.0935,166.198,165.9393,166.0637,21558.0
2026-04-01 12:50:00,166.0488,166.1781,165.9592,166.0637,24446.0
2026-04-01 12:55:00,166.0428,166.188,165.8995,166.1632,24452.0
2026-04-01 13:00:00,166.1482,166.377,165.9528,166.377,39695.0
2026-04-01 13:05:00,166.2904,166.3373,166.0708,166.2278,23165.0
2026-04-01 13:10:00,166.2427,166.3472,166.1482,166.2079,25809.0
2026-04-01 13:15:00,166.198,166.2527,166.0836,166.2527,19189.0
